0.7767187873	asia
0.7736026598	russian
0.7718925459	australia
0.7712029251	google
0.7636407880	africa
0.7595635903	australian
0.7566464061	bangladesh
0.7534538016	gaussian
0.7521185541	gini
0.7518566450	american
0.7506069581	america
0.7506069581	basel
0.7490104545	arab
0.7484585919	markov
0.7474694568	ukraine
0.7431436089	german
0.7399276535	malaysia
0.7376795356	pareto
0.7371314141	japanese
0.7365225436	keynesian
0.7362232560	white
0.7362232560	satellite
0.7353885264	european
0.7337104288	south
0.7316206367	europe
0.7303847458	codes
0.7287086786	brownian
0.7264640431	stem
0.7263276197	fallacy
0.7260161364	fat
0.7258142873	china
0.7251013394	eu
0.7237271765	bayesian
0.7221514208	college
0.7187861549	bitcoin
0.7177484545	pv
0.7173160298	democratic
0.7153607428	automatic
0.7151164720	university
0.7147392416	co2
0.7129515884	federal
0.7101186691	neoclassical
0.7081632662	western
0.7080111757	gradient
0.7079279821	war
0.7066431862	multi
0.7065540189	eci
0.7065408493	immunity
0.7060804899	responsibility
0.7053665904	phillips
0.7053201028	divergence
0.7053035279	euro
0.7048866114	birth
0.7047541758	virtual
0.7035225910	web
0.7028720419	gdp
0.7026215419	economics
0.7012675875	coal
0.7008382282	nash
0.6995798145	prisoner's
0.6995691342	deal
0.6987726406	rebound
0.6981645590	landscape
0.6979965594	pension
0.6976310151	quantum
0.6968367447	coastal
0.6968090902	providers
0.6965948560	fuzzy
0.6953188275	labor
0.6950702964	sexual
0.6945143698	predicting
0.6945013253	management
0.6943004670	flood
0.6936026206	bargaining
0.6934643612	fund
0.6926005979	west
0.6923477265	intergenerational
0.6923477265	civil
0.6915600740	race
0.6915218630	prospect
0.6914701721	crisis
0.6912086492	science
0.6901461328	theorem
0.6896553455	stage
0.6885093287	pro
0.6883040835	corporate
0.6882193690	regression
0.6879797121	statistical
0.6878481966	sports
0.6876163353	house
0.6876163353	differentiation
0.6873670629	stress
0.6873212552	capital
0.6872118637	rating
0.6869966217	universal
0.6869732567	industrial
0.6865582328	green
0.6864603192	black
0.6859233118	games
0.6852188016	deficit
0.6851164784	hiding
0.6848310019	carbon
0.6846439987	macroeconomic
0.6841768496	choquet
0.6838297512	agricultural
0.6837404932	transitions
0.6835618949	district
0.6832024724	premium
0.6829485295	dilemma
0.6828224164	greenhouse
0.6826698810	international
0.6824105625	internet
0.6821777753	physics
0.6821619699	welfare
0.6818850866	engineering
0.6818606670	discrimination
0.6816317824	coronavirus
0.6811841532	equity
0.6811754303	congestion
0.6809775121	starting
0.6809268211	central
0.6809261538	kingdom
0.6808792875	default
0.6801712465	globalization
0.6800348707	tree
0.6799785737	technological
0.6799755816	antibiotic
0.6796631461	logistic
0.6796332057	human
0.6795412392	inequality
0.6792010605	climate
0.6791955977	marketing
0.6788235565	vector
0.6785078394	aggregation
0.6781979484	surface
0.6781979484	instrumental
0.6779287075	perspective
0.6777269701	solving
0.6770706148	segregation
0.6769741913	indirect
0.6765660894	vehicles
0.6764618803	understanding
0.6761717414	york
0.6760437617	longitudinal
0.6759886854	conservation
0.6759695012	political
0.6758241660	united
0.6750368259	feedback
0.6750109259	monetary
0.6749429833	pandemic
0.6748748769	national
0.6741755171	artificial
0.6741274179	young
0.6740122432	object
0.6740122432	marriage
0.6740122432	dimensionality
0.6739837957	hindsight
0.6736281254	ad
0.6734388964	zipf's
0.6733951199	board
0.6733386304	tax
0.6733050672	digital
0.6730888067	law
0.6730402634	inference
0.6730362063	monte
0.6730362063	carlo
0.6729133158	semi
0.6726758989	electoral
0.6723223438	auction
0.6722945777	sustainability
0.6722945777	evolutionary
0.6722655735	public
0.6722197282	betting
0.6719787907	paradox
0.6719591709	collective
0.6718523365	stochastic
0.6716327147	experimental
0.6716154347	districts
0.6714401517	implications
0.6712947873	peer
0.6712398530	world
0.6711222101	challenge
0.6711222101	workforce
0.6703853136	control
0.6702351928	insurance
0.6695311610	supervised
0.6693830265	index
0.6691483645	analyzing
0.6690778348	competition
0.6689244743	sentiment
0.6686540433	game
0.6683298090	choice
0.6681191319	health
0.6679953952	assessing
0.6678976757	formula
0.6678246150	fiscal
0.6672384190	area
0.6671505506	averse
0.6670484041	integrated
0.6666399118	statistics
0.6662783334	dynamic
0.6661641096	design
0.6660148121	recent
0.6658428132	recession
0.6657820632	latent
0.6657561760	causality
0.6656577020	accounting
0.6654507802	energy
0.6653501539	generation
0.6647133553	knowledge
0.6645610260	complexity
