0.7787389188	hamilton
0.7734013338	ethylene
0.7716089672	yang
0.7713697254	euler
0.7710317172	el
0.7706856994	thomson
0.7694469837	balmer
0.7692986113	wkb
0.7675770051	ccd
0.7668626293	vii
0.7658359929	hopf
0.7651328974	experimental
0.7644787324	solar
0.7644433583	paris
0.7641458380	keldysh
0.7641356661	langevin
0.7640396216	photoassociation
0.7638787338	express
0.7635401739	thirty
0.7634366380	coriolis
0.7633547429	poisson
0.7632932351	telescope
0.7632357498	planck's
0.7625731293	nh
0.7623824901	codata
0.7621849406	sun
0.7621509773	majorana
0.7620031269	theoretical
0.7614926081	eu
0.7614451679	aided
0.7612491166	nrqed
0.7611042697	covariance
0.7610707934	collider
0.7609477115	aromatic
0.7608621494	ionization
0.7606782351	communications
0.7606000731	tracing
0.7602037797	sine
0.7600940165	transverse
0.7593104626	gallium
0.7589198606	hydrocarbon
0.7586121259	positron
0.7578219051	tin
0.7575557430	tl
0.7574992584	potassium
0.7571914283	pipe
0.7571067537	relaxation
0.7569249992	algebras
0.7569096484	fr
0.7567548467	manufacturing
0.7565071295	spin
0.7564751258	eye
0.7560745304	hg
0.7556808957	kepler
0.7556573773	femtosecond
0.7555530665	minkowski
0.7549601635	sagnac
0.7547030011	rutherford
0.7546285012	microwave
0.7545885434	photon
0.7543100852	management
0.7543060219	cartesian
0.7541982346	nist
0.7540635165	legendre
0.7539956542	thz
0.7538142468	qed
0.7538010331	ice
0.7535534051	harvesting
0.7535382673	effective
0.7532497401	neon
0.7528935219	recurrence
0.7528000999	molybdenum
0.7527574003	cd
0.7527432142	bosonic
0.7523452250	coherent
0.7521855854	hydrogen
0.7518691589	virial
0.7518683230	drop
0.7516900302	ag
0.7516259378	design
0.7512022772	gev
0.7511993449	bursts
0.7511898383	european
0.7511022616	theory
0.7508515647	molecular
0.7507664070	fluoride
0.7507283192	dipolar
0.7505452250	caf
0.7502001426	fe
0.7501020955	rbcs
0.7499673197	ad
0.7498355915	wilson
0.7497419508	interferometric
0.7495012065	optimizing
0.7493298474	smith
0.7492644062	atmospheric
0.7489990118	mg
0.7488195402	ce
0.7485462791	london
0.7474233021	cooling
0.7474188620	ghz
0.7472015211	fm
0.7471588736	graphical
0.7470964503	boron
0.7470769535	fermions
0.7467792074	bohmian
0.7467683978	ba
0.7464648025	laser
0.7464168691	yb
0.7463810741	elliptic
0.7461888705	ultrafast
0.7461809050	xuv
0.7460878802	localization
0.7460681331	dy
0.7459374521	probabilistic
0.7459187277	qcd
0.7457510623	np
0.7456769676	supersymmetric
0.7456743520	graph
0.7456023330	josephson
0.7456022995	spectroscopy
0.7455187796	pressure
0.7453988645	markov
0.7452430479	xe
0.7452068627	relativistic
0.7451687101	islands
0.7451687101	impedance
0.7450613406	hd
0.7449736659	language
0.7446150720	bcs
0.7446015203	nmr
0.7445532348	quasi
0.7445109953	fs
0.7444294237	tsr
0.7444212159	cavity
0.7444006702	dynamic
0.7443878729	epr
0.7442837731	echo
0.7441365110	berkeley
0.7441365110	racah
0.7441092694	optical
0.7439720649	floquet
0.7439548192	positronium
0.7439081521	fresnel
0.7436825536	ybf
0.7436403189	coulomb
0.7435527401	diffusivity
0.7435527401	zinc
0.7434874717	ca
0.7434718721	si
0.7433734482	la
0.7433642764	fano
0.7432279031	corona
0.7430789827	helium
0.7429986198	newton's
0.7429293406	science
0.7429197457	e2
0.7428432230	krb
0.7428242364	ehrenfest
0.7428072204	controller
0.7427297366	photodiode
0.7426756041	dt
0.7426555694	maxwellian
0.7424651813	vi
0.7422567323	aluminium
0.7421791318	cesium
0.7418431980	robust
0.7417042566	cap
0.7416746338	na
0.7413760680	crystals
0.7413410307	cc
0.7413190215	avalanche
0.7409670303	debye
0.7408211541	ar
0.7407680980	e1
0.7407215013	rubidium
0.7407175016	breakup
0.7406536765	spectroscopic
0.7406495749	rb
0.7406205299	gauss
0.7405334508	generalized
0.7404178709	electrically
0.7400609200	rydberg
0.7398868166	indium
0.7398733268	stellar
0.7398502700	arc
0.7398225888	long
0.7397974934	n_2
0.7396096121	ir
0.7396092666	regression
0.7396084297	transduction
0.7396038145	group
0.7393247671	diffraction
0.7392928176	cr
0.7392348240	hot
0.7391968578	centre
0.7391284012	receiver
0.7390566923	rogue
0.7389437761	crucially
0.7388858642	hz
0.7387649152	dirac
0.7387547778	chromium
0.7385530836	vector
0.7385375751	space
0.7384804458	reactor
0.7384606946	single
0.7384019343	cern
0.7382703994	li
0.7381701304	faddeev
0.7380301203	enhanced
0.7379832512	wannier
0.7379823802	iv
0.7378472863	op
0.7377992615	contemporary
0.7377889428	uranium
0.7376889797	engineering
0.7376788367	light
0.7375864782	topological
0.7374587219	microscope
0.7374276844	nonlinear
0.7371688083	mesoscopic
0.7371427180	db
0.7370698697	atom
0.7370586428	nuclear
0.7370303741	polarization
0.7369048865	exploring
0.7368641578	edm
0.7367605210	mercury
0.7366859920	galaxy
0.7366608400	lin
0.7366525215	elemental
0.7366366995	quantum
0.7365749900	bayesian
0.7365646032	fiber
0.7363201837	lu
0.7362294538	gravity
0.7361997603	electronic
0.7361917942	fermionic
0.7360212803	m1
0.7359858767	minus
0.7358617122	future
0.7358405651	mbpt
0.7356832589	gaunt
0.7355293073	mw
0.7354875469	planar
0.7354662589	criticality
0.7352927192	universal
0.7352547831	proton
0.7352238118	cs
0.7351649344	adaptive
0.7350857482	nature
0.7348552225	ps
0.7347600791	eit
0.7347099077	cl
0.7346390786	standard
0.7345548213	generally
0.7345285124	detecting
0.7342547092	paradox
0.7342085646	scalar
0.7341821250	recombination
0.7341092252	inelastic
0.7341011496	exact
0.7338284712	atomic
0.7338087493	cosmic
0.7337175751	bodies
0.7336156818	utilizing
0.7335883138	symbol
0.7333977740	manipulating
0.7333508373	antiprotons
0.7332464249	wigner
0.7332325812	collisional
0.7331668800	higgs
0.7331635340	ocean
0.7331097630	baryon
0.7329250789	pb
0.7329069764	entangled
0.7329001428	nl
0.7328678743	newton
0.7327956841	extensive
0.7327597173	stochastic
0.7327338481	ni
0.7326043357	electron
0.7325945801	fermion
0.7325145827	dielectric
0.7323840597	reliable
0.7323069340	mev
0.7322625783	coupling
0.7321674616	bragg
0.7321201264	virtual
0.7320789860	hamiltonian
0.7320331451	sr
0.7319779308	zeeman
0.7319743379	uv
0.7319334861	raman
0.7317792992	synchronization
0.7317206016	human
0.7317133536	digital
0.7315412171	hyperfine
0.7314827393	similarly
0.7313168912	cooperative
0.7311910243	physics
0.7311778587	rf
0.7310243586	schwinger
0.7309227844	compression
0.7309227844	convergent
0.7307863643	choosing
0.7306889315	theorem
0.7306443398	iterative
0.7305765877	excitons
0.7303913786	ci
0.7303050966	magnetometry
0.7302914215	infrared
0.7302278526	taylor
0.7301007991	edms
0.7300711375	trapped
0.7300288434	cold
0.7299517680	hylleraas
0.7299234597	convergence
0.7298496972	nonequilibrium
0.7296677337	mass
0.7296633431	gas
0.7295104635	al
0.7294351162	emergent
0.7293971607	ponderomotive
0.7293390745	radioactive
0.7293345393	recoil
0.7293129439	cosmology
0.7291966436	dr
0.7290029997	thorium
0.7289559864	rectangular
0.7288373302	cryogenic
0.7288164842	hhg
0.7286836514	hawking
0.7286816843	microcanonical
0.7286071443	nonadiabatic
0.7284952018	zone
0.7284441958	interferometry
0.7284216901	holography
0.7283314500	realizing
0.7282780638	achieving
0.7282624583	simulating
0.7282282163	interference
0.7282011925	determinant
0.7281512696	lithium
0.7281511551	ultracold
0.7281060434	calculations
0.7281018731	working
0.7280521167	fused
0.7280354931	fac
0.7279924058	similarity
0.7279548337	radiative
0.7279142938	sc
0.7279005647	twin
0.7278616220	complete
0.7278124109	argon
0.7277079797	metal
0.7276911476	turning
0.7276427290	isotopic
0.7275564482	pairing
0.7275142770	muonium
0.7274159268	cn
0.7273649912	photoabsorption
0.7272964472	accelerator
0.7272430318	semiclassical
0.7272413427	sciences
0.7271403495	interaction
0.7269985896	centrifugal
0.7268585926	coherence
0.7268216851	high
0.7266753959	sulfur
0.7266481520	treating
0.7266480801	narrowing
0.7265985726	dark
0.7265956508	ls
0.7265581544	bosons
0.7262062630	lyman
0.7262016813	fractal
0.7259474640	microgravity
0.7258422568	bec
0.7257460568	imbalance
0.7257085336	ne
0.7257010072	cpt
0.7255356775	j_
0.7254944907	multimode
0.7254813088	quasiclassical
0.7252064411	heteronuclear
0.7251019425	h2
0.7250241572	magnesium
0.7249660007	eikonal
0.7249220152	water
0.7249104004	photodetachment
0.7248094293	dysprosium
0.7247995737	screened
0.7247389881	td
0.7247328118	xenon
0.7247190208	ion
0.7247101639	solitons
0.7246291115	creating
0.7245955084	plasmon
0.7245526598	oxygen
0.7245102045	cm
0.7244747317	inducing
0.7243604950	gps
0.7242751628	collisions
0.7242391913	analyzing
0.7242107327	strong
0.7241761327	terahertz
0.7240655509	anderson
0.7240444298	conformal
0.7239849041	harmonic
0.7238956385	resonant
0.7238629442	spatial
0.7238229936	ra
0.7238146560	magnetic
0.7237848165	magnetism
0.7236967149	gain
0.7236923714	super
0.7235988051	mapping
0.7234658567	applications
0.7234164385	metastable
0.7234112498	multiphoton
0.7233328923	ring
0.7233050795	iron
0.7232963567	beryllium
0.7232239235	c60
0.7231658702	measuring
0.7231215272	elliptical
0.7230713482	landau
0.7230313515	bichromatic
0.7230136372	antiproton
0.7229066112	muon
0.7228422568	mot
0.7228136823	double
0.7227961241	laplace
0.7227107110	weak
0.7226435112	density
0.7225596664	polarized
0.7224581627	resonance
0.7223918361	experiments
0.7223570944	data
0.7221785325	ho
0.7221665683	modular
0.7219273087	technology
0.7218957806	comet
0.7216533242	rabbitt
0.7216224993	clock
0.7215881963	spontaneous
0.7214835978	dc
0.7214658462	comparisons
0.7213442679	variational
0.7213259808	ii
0.7210343501	sio
0.7209953198	energy
0.7209575235	lattices
0.7208485315	micromotion
0.7208242388	incorporating
0.7207826884	normal
0.7207651044	excited
0.7207346218	brillouin
0.7206215295	string
0.7206193720	kramers
0.7205793371	bbr
0.7205667547	tungsten
0.7204843055	coulombic
0.7202464857	monitoring
0.7202185751	bi
0.7202183628	observing
0.7201537198	t_c
0.7200794417	berry
0.7200260440	similar
0.7199335293	ising
0.7197731125	strontium
0.7197622092	huge
0.7197503968	effect
0.7196679013	satellite
0.7196351907	pv
0.7195745517	deterministic
0.7195337141	electrostatic
0.7193966108	feshbach
0.7193575711	broadband
0.7193558806	hydrogenic
0.7192295087	extending
0.7192271364	liquid
0.7191887274	adding
0.7191863674	testing
0.7191275740	controlling
0.7190848647	transistor
0.7190358357	gamma
0.7189870397	exploiting
0.7189779058	ytterbium
0.7189125979	nv
0.7187989345	superradiant
0.7187858636	neutron
0.7187839774	vacuum
0.7187489006	triple
0.7186093231	spiral
0.7186091986	fitting
0.7185587510	photoionization
0.7185514151	local
0.7185451382	tc
0.7185014142	crystalline
0.7183116928	clean
0.7182504801	calcium
0.7181703871	asymptotics
0.7180739717	model
0.7179639036	erbium
0.7178396549	interstellar
